t_s,TAS_m_s,ref_m_s,thrust_N,err_m_s
28.6,76.5053742753305,77.1666,4493.43359375,0.6612257246695066
28.700000000000003,76.54794033066085,77.1666,4474.0751953125,0.6186596693391522
28.8,76.5897808674,77.1666,4454.958984375,0.5768191326000078
28.900000000000002,76.63090522677217,77.1666,4436.07666015625,0.5356947732278314
29.0,76.67132246053137,77.1666,4417.4228515625,0.4952775394686313
29.1,76.71104142909724,77.1666,4399.00048828125,0.45555857090276675
29.200000000000003,76.75007107875687,77.1666,4380.80712890625,0.41652892124312757
29.3,76.78842026209472,77.1666,4362.83251953125,0.3781797379052847
29.400000000000002,76.82609747728957,77.1666,4345.0849609375,0.34050252271043746
29.5,76.86311148782977,77.1666,4327.55224609375,0.3034885121702331
29.6,76.89947063747893,77.1666,4310.2431640625,0.2671293625210751
29.700000000000003,76.9351835515967,77.1666,4293.14501953125,0.23141644840330855
29.8,76.97025841949278,77.1666,4276.2578125,0.19634158050722306
29.900000000000002,77.00470341877599,77.1666,4259.587890625,0.1618965812240134
30.0,77.03852692707369,77.1666,4243.1181640625,0.12807307292631265
30.1,77.07173673937305,77.1666,4226.859375,0.09486326062695127
30.200000000000003,77.10434099779819,77.1666,4210.80712890625,0.06225900220181302
30.3,77.13634768569145,77.1666,4194.95458984375,0.030252314308555128
30.400000000000002,77.1677645463201,77.1666,4179.30078125,-0.0011645463200977701
30.5,77.19859927875244,77.1666,4163.84326171875,-0.03199927875243702
30.6,77.22885948894462,77.1666,4148.5859375,-0.06225948894461908
30.700000000000003,77.25855290163858,77.1666,4133.51953125,-0.09195290163857806
30.8,77.28768692007253,77.1666,4118.6435546875,-0.12108692007252841
30.900000000000002,77.3162689197938,77.1666,4103.9599609375,-0.14966891979379682
31.0,77.34430633008442,77.1666,4089.4619140625,-0.17770633008441905
31.1,77.37180634045691,77.1666,4075.15234375,-0.2052063404569111
31.200000000000003,77.39877622691004,77.1666,4061.023193359375,-0.2321762269100418
31.3,77.4252229850422,77.1666,4047.07373046875,-0.2586229850421944
31.400000000000002,77.4511535749179,77.1666,4033.3056640625,-0.28455357491789357
31.5,77.47657500252225,77.1666,4019.716796875,-0.3099750025222505
31.6,77.50149418923189,77.1666,4006.303466796875,-0.3348941892318891
31.700000000000003,77.52591792301155,77.1666,3993.06396484375,-0.3593179230115453
31.8,77.549852923769,77.1666,3979.99609375,-0.38325292376899256
31.900000000000002,77.57330582711428,77.1666,3967.09814453125,-0.4067058271142798
32.0,77.59628320074158,77.1666,3954.36669921875,-0.42968320074157873
32.1,77.61879148745676,77.1666,3941.803955078125,-0.4521914874567585
32.2,77.64083719273451,77.1666,3929.402587890625,-0.47423719273450615
32.300000000000004,77.66242656678656,77.1666,3917.165283203125,-0.4958265667865618
32.4,77.68356593902496,77.1666,3905.09375,-0.5169659390249564
32.5,77.70426168525624,77.1666,3893.174560546875,-0.5376616852562393
32.6,77.7245197224003,77.1666,3881.41748046875,-0.5579197224002996
32.7,77.74434628330434,77.1666,3869.812255859375,-0.5777462833043359
32.800000000000004,77.76374724800063,77.1666,3858.36328125,-0.5971472480006241
32.9,77.78272863316604,77.1666,3847.065673828125,-0.616128633166042
33.0,77.80129628220818,77.1666,3835.917724609375,-0.6346962822081821
33.1,77.81945597146145,77.1666,3824.92138671875,-0.6528559714614488
33.2,77.83721353247383,77.1666,3814.07275390625,-0.6706135324738227
33.300000000000004,77.8545746563166,77.1666,3803.365234375,-0.687974656316598
33.4,77.8715448041889,77.1666,3792.806396484375,-0.7049448041888979
33.5,77.8881296803549,77.1666,3782.38623046875,-0.721529680354891
33.6,77.90433464502809,77.1666,3772.109375,-0.737734645028084
33.7,77.92016520382732,77.1666,3761.969970703125,-0.7535652038273213
33.800000000000004,77.93562665712227,77.1666,3751.9716796875,-0.7690266571222679
33.9,77.95072441813167,77.1666,3742.105712890625,-0.7841244181316682
34.0,77.96546359715721,77.1666,3732.37548828125,-0.798863597157208
34.1,77.97984940949343,77.1666,3722.776123046875,-0.8132494094934231
34.2,77.99388689818188,77.1666,3713.310302734375,-0.8272868981818817
34.300000000000004,78.007581186873,77.1666,3703.974365234375,-0.8409811868729946
34.4,78.0209372678074,77.1666,3694.769775390625,-0.854337267807395
34.5,78.03396017312869,77.1666,3685.68896484375,-0.867360173128688
34.6,78.04665467332738,77.1666,3676.734375,-0.8800546733273791
34.7,78.05902561175327,77.1666,3667.901123046875,-0.8924256117532678
34.800000000000004,78.0710776600278,77.1666,3659.197509765625,-0.9044776600277942
34.9,78.08281575829658,77.1666,3650.608154296875,-0.9162157582965733
